path,noisy_labels_0,noisy_labels_1,noisy_labels_5,noisy_labels_25,noisy_labels_50,is_valid
train/n03425413/n03425413_2285.JPEG,n03425413,n03425413,n03425413,n03888257,n03425413,False
train/n03425413/n03425413_27325.JPEG,n03425413,n03425413,n03425413,n03425413,n01440764,False
train/n03425413/n03425413_18634.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_16417.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_22019.JPEG,n03425413,n03425413,n03425413,n03425413,n03417042,False
train/n03425413/ILSVRC2012_val_00029203.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_13158.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_14033.JPEG,n03425413,n03425413,n03425413,n03425413,n03417042,False
train/n03425413/n03425413_21476.JPEG,n03425413,n03425413,n03425413,n03425413,n03445777,False
train/n03425413/ILSVRC2012_val_00015654.JPEG,n03425413,n03425413,n03425413,n03425413,n03445777,False
train/n03425413/n03425413_499.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_21513.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_16847.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/ILSVRC2012_val_00002498.JPEG,n03425413,n03425413,n03425413,n03425413,n03417042,False
train/n03425413/n03425413_1355.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/ILSVRC2012_val_00045944.JPEG,n03425413,n03425413,n03425413,n03425413,n03445777,False
train/n03425413/n03425413_24338.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_16013.JPEG,n03425413,n03425413,n03425413,n03425413,n03000684,False
train/n03425413/n03425413_7175.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,False
train/n03425413/n03425413_14433.JPEG,n03425413,n03425413,n03425413,n02102040,n02102040,False
train/n03425413/n03425413_19058.JPEG,n03425413,n03425413,n03425413,n03425413,n03028079,False
train/n03425413/n03425413_2166.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_17067.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_11327.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_26127.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_8313.JPEG,n03425413,n03425413,n01440764,n03425413,n03445777,False
train/n03425413/ILSVRC2012_val_00002049.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_21714.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_956.JPEG,n03425413,n03425413,n03425413,n03888257,n03425413,False
train/n03425413/n03425413_16133.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_20778.JPEG,n03425413,n03425413,n03425413,n03425413,n03394916,False
train/n03425413/n03425413_13668.JPEG,n03425413,n03425413,n03425413,n03417042,n03445777,False
train/n03425413/n03425413_1985.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_14508.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_13183.JPEG,n03425413,n03425413,n03425413,n03425413,n03445777,False
train/n03425413/n03425413_2009.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/ILSVRC2012_val_00035913.JPEG,n03425413,n03425413,n03425413,n03888257,n03445777,False
train/n03425413/n03425413_17745.JPEG,n03425413,n03425413,n03425413,n02102040,n03445777,False
train/n03425413/n03425413_10424.JPEG,n03425413,n03425413,n03425413,n02102040,n03425413,False
train/n03425413/n03425413_14197.JPEG,n03425413,n03000684,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_10387.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_13473.JPEG,n03425413,n03425413,n03425413,n03425413,n03028079,False
train/n03425413/ILSVRC2012_val_00005996.JPEG,n03425413,n03425413,n03425413,n02979186,n03425413,False
train/n03425413/n03425413_17926.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,False
train/n03425413/n03425413_16749.JPEG,n03425413,n03425413,n03028079,n03425413,n03425413,False
train/n03425413/n03425413_9843.JPEG,n03425413,n03425413,n03425413,n03425413,n03028079,False
train/n03425413/n03425413_13845.JPEG,n03425413,n03425413,n03425413,n03425413,n03445777,False
train/n03425413/n03425413_20277.JPEG,n03425413,n03425413,n03028079,n03425413,n03000684,False
train/n03425413/n03425413_14376.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_14983.JPEG,n03425413,n03425413,n03425413,n03888257,n03445777,False
train/n03425413/n03425413_11944.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_8444.JPEG,n03425413,n03425413,n03425413,n01440764,n03394916,False
train/n03425413/n03425413_2594.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/ILSVRC2012_val_00048977.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_21288.JPEG,n03425413,n03425413,n03425413,n03000684,n03425413,False
train/n03425413/n03425413_2354.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_7694.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_2074.JPEG,n03425413,n03425413,n03425413,n02979186,n03425413,False
train/n03425413/n03425413_22658.JPEG,n03425413,n03425413,n03425413,n03425413,n03417042,False
train/n03425413/n03425413_12729.JPEG,n03425413,n03425413,n03425413,n03425413,n03417042,False
train/n03425413/n03425413_14424.JPEG,n03425413,n03425413,n03425413,n03425413,n03394916,False
train/n03425413/n03425413_15837.JPEG,n03425413,n03425413,n03425413,n02102040,n03000684,False
train/n03425413/n03425413_7668.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,False
train/n03425413/n03425413_10875.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_13958.JPEG,n03425413,n03425413,n03425413,n03425413,n02102040,False
train/n03425413/n03425413_16949.JPEG,n03425413,n03425413,n03425413,n03425413,n03028079,False
train/n03425413/n03425413_33253.JPEG,n03425413,n03425413,n03425413,n02102040,n03425413,False
train/n03425413/n03425413_13257.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_14554.JPEG,n03425413,n03425413,n03425413,n01440764,n03425413,False
train/n03425413/ILSVRC2012_val_00042375.JPEG,n03425413,n03425413,n03425413,n03425413,n03394916,False
train/n03425413/n03425413_12984.JPEG,n03425413,n03425413,n03425413,n03425413,n03000684,False
train/n03425413/n03425413_9693.JPEG,n03425413,n03425413,n03425413,n03425413,n01440764,False
train/n03425413/n03425413_20806.JPEG,n03425413,n03425413,n03425413,n02102040,n03417042,False
train/n03425413/n03425413_18234.JPEG,n03425413,n03425413,n03425413,n03028079,n01440764,False
train/n03425413/n03425413_7515.JPEG,n03425413,n03425413,n03425413,n03425413,n03417042,False
train/n03425413/n03425413_14645.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_10747.JPEG,n03425413,n03425413,n03425413,n03417042,n03425413,False
train/n03425413/n03425413_20659.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_364.JPEG,n03425413,n03425413,n03425413,n03417042,n03888257,False
train/n03425413/n03425413_13279.JPEG,n03425413,n03425413,n03425413,n03028079,n03425413,False
train/n03425413/n03425413_13004.JPEG,n03425413,n03425413,n03425413,n03425413,n02102040,False
train/n03425413/n03425413_13708.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_29238.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_16724.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_27196.JPEG,n03425413,n03425413,n03425413,n02102040,n03425413,False
train/n03425413/n03425413_17369.JPEG,n03425413,n03425413,n03425413,n03425413,n01440764,False
train/n03425413/n03425413_356.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_13479.JPEG,n03425413,n03425413,n03425413,n03425413,n03417042,False
train/n03425413/n03425413_14504.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_28779.JPEG,n03425413,n03425413,n03425413,n03425413,n02102040,False
train/n03425413/n03425413_2586.JPEG,n03425413,n03425413,n03425413,n03425413,n03028079,False
train/n03425413/n03425413_16189.JPEG,n03425413,n03425413,n03425413,n03425413,n03028079,False
train/n03425413/n03425413_14536.JPEG,n03425413,n03425413,n03425413,n03425413,n02102040,False
train/n03425413/n03425413_21695.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_26097.JPEG,n03425413,n03425413,n03425413,n03445777,n03425413,False
train/n03425413/n03425413_6449.JPEG,n03425413,n03425413,n03425413,n03417042,n03417042,False
train/n03425413/n03425413_20839.JPEG,n03425413,n03425413,n03425413,n03425413,n02102040,False
train/n03425413/n03425413_31049.JPEG,n03425413,n03425413,n03425413,n03000684,n03425413,False
train/n03425413/n03425413_22154.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_4138.JPEG,n03425413,n03425413,n03425413,n03445777,n03425413,False
train/n03425413/n03425413_21659.JPEG,n03425413,n03425413,n03425413,n03000684,n02102040,False
train/n03425413/n03425413_20618.JPEG,n03425413,n03425413,n03425413,n03417042,n01440764,False
train/n03425413/n03425413_24884.JPEG,n03425413,n03425413,n03000684,n03425413,n03028079,False
train/n03425413/n03425413_15577.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_15158.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_10477.JPEG,n03425413,n03425413,n03425413,n03425413,n03445777,False
train/n03425413/n03425413_2443.JPEG,n03425413,n03425413,n03888257,n03425413,n03425413,False
train/n03425413/n03425413_21347.JPEG,n03425413,n03425413,n03425413,n03417042,n03417042,False
train/n03425413/n03425413_9453.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_14756.JPEG,n03425413,n03425413,n03425413,n03417042,n02979186,False
train/n03425413/n03425413_14629.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,False
train/n03425413/n03425413_14235.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,False
train/n03425413/n03425413_19723.JPEG,n03425413,n03425413,n03425413,n02979186,n03425413,False
train/n03425413/n03425413_16755.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_30283.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_21185.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_15109.JPEG,n03425413,n03425413,n03000684,n03425413,n03394916,False
train/n03425413/n03425413_17679.JPEG,n03425413,n03425413,n03425413,n03425413,n01440764,False
train/n03425413/n03425413_13025.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_11284.JPEG,n03425413,n03425413,n03425413,n03000684,n03394916,False
train/n03425413/n03425413_13384.JPEG,n03425413,n03425413,n03425413,n03425413,n03000684,False
train/n03425413/n03425413_3629.JPEG,n03425413,n03425413,n03425413,n03425413,n03417042,False
train/n03425413/n03425413_16468.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_14923.JPEG,n03425413,n03425413,n03417042,n03425413,n03445777,False
train/n03425413/n03425413_15969.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,False
train/n03425413/n03425413_1846.JPEG,n03425413,n03425413,n03425413,n03888257,n02979186,False
train/n03425413/n03425413_21283.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_13598.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_15035.JPEG,n03425413,n03425413,n03425413,n02979186,n03425413,False
train/n03425413/n03425413_1306.JPEG,n03425413,n03425413,n03425413,n03888257,n03888257,False
train/n03425413/ILSVRC2012_val_00048059.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,False
train/n03425413/n03425413_8567.JPEG,n03425413,n03425413,n03425413,n03425413,n03445777,False
train/n03425413/n03425413_145.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_12685.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_14023.JPEG,n03425413,n03425413,n03425413,n03425413,n03394916,False
train/n03425413/n03425413_19473.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_18953.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_11564.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_15286.JPEG,n03425413,n03425413,n03425413,n03028079,n03445777,False
train/n03425413/n03425413_7393.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,False
train/n03425413/n03425413_3408.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_12807.JPEG,n03425413,n03425413,n03425413,n03445777,n02102040,False
train/n03425413/n03425413_14594.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_21059.JPEG,n03425413,n03425413,n03425413,n03425413,n03445777,False
train/n03425413/n03425413_13986.JPEG,n03425413,n03425413,n03425413,n03888257,n03425413,False
train/n03425413/ILSVRC2012_val_00037555.JPEG,n03425413,n03425413,n03425413,n03425413,n03028079,False
train/n03425413/n03425413_14877.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_21665.JPEG,n03425413,n03425413,n03425413,n03425413,n03417042,False
train/n03425413/n03425413_14279.JPEG,n03425413,n03425413,n03425413,n02102040,n03425413,False
train/n03425413/ILSVRC2012_val_00044734.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_16613.JPEG,n03425413,n03425413,n03425413,n03425413,n02979186,False
train/n03425413/n03425413_19034.JPEG,n03425413,n03425413,n03425413,n03425413,n02979186,False
train/n03425413/n03425413_13596.JPEG,n03425413,n03425413,n03425413,n03000684,n03417042,False
train/n03425413/n03425413_27335.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_20675.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_13345.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_21996.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_18713.JPEG,n03425413,n03425413,n03425413,n03425413,n03417042,False
train/n03425413/n03425413_15944.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,False
train/n03425413/n03425413_20578.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_27.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_18478.JPEG,n03425413,n03425413,n03425413,n03425413,n03445777,False
train/n03425413/n03425413_638.JPEG,n03425413,n03425413,n03425413,n03425413,n03028079,False
train/n03425413/n03425413_88.JPEG,n03425413,n03425413,n03425413,n03425413,n02102040,False
train/n03425413/n03425413_4679.JPEG,n03425413,n03425413,n03425413,n03425413,n01440764,False
train/n03425413/n03425413_6949.JPEG,n03425413,n03425413,n03425413,n03425413,n03028079,False
train/n03425413/n03425413_6253.JPEG,n03425413,n03425413,n03425413,n02102040,n03425413,False
train/n03425413/n03425413_1469.JPEG,n03425413,n03425413,n03425413,n03425413,n02102040,False
train/n03425413/n03425413_32995.JPEG,n03425413,n03425413,n03425413,n03425413,n01440764,False
train/n03425413/n03425413_14618.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_13206.JPEG,n03425413,n03425413,n03425413,n02979186,n03445777,False
train/n03425413/n03425413_31505.JPEG,n03425413,n03425413,n03417042,n03425413,n03417042,False
train/n03425413/n03425413_465.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_9905.JPEG,n03425413,n03425413,n03425413,n03425413,n03445777,False
train/n03425413/n03425413_15976.JPEG,n03425413,n03425413,n03425413,n03425413,n03000684,False
train/n03425413/n03425413_5864.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_10784.JPEG,n03425413,n03425413,n03425413,n03425413,n03445777,False
train/n03425413/n03425413_19198.JPEG,n03425413,n03425413,n03425413,n03000684,n03000684,False
train/n03425413/n03425413_16109.JPEG,n03425413,n03425413,n03425413,n03000684,n03425413,False
train/n03425413/n03425413_21725.JPEG,n03425413,n03425413,n03425413,n03394916,n03425413,False
train/n03425413/n03425413_21019.JPEG,n03425413,n03425413,n03425413,n03425413,n03445777,False
train/n03425413/n03425413_1055.JPEG,n03425413,n03425413,n03425413,n03425413,n03028079,False
train/n03425413/n03425413_14146.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_12903.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_13289.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_6859.JPEG,n03425413,n03425413,n03425413,n03028079,n03445777,False
train/n03425413/n03425413_1717.JPEG,n03425413,n03425413,n03425413,n01440764,n03425413,False
train/n03425413/n03425413_13543.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_15525.JPEG,n03425413,n03425413,n03425413,n03425413,n03028079,False
train/n03425413/n03425413_16517.JPEG,n03425413,n03425413,n03425413,n03425413,n02979186,False
train/n03425413/n03425413_12623.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_19416.JPEG,n03425413,n03425413,n03394916,n03425413,n03888257,False
train/n03425413/n03425413_16116.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_21395.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_5065.JPEG,n03425413,n03425413,n03425413,n03425413,n03445777,False
train/n03425413/n03425413_7645.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_32926.JPEG,n03425413,n03425413,n03425413,n02102040,n03425413,False
train/n03425413/n03425413_28064.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/ILSVRC2012_val_00023044.JPEG,n03425413,n02979186,n03425413,n03425413,n03888257,False
train/n03425413/n03425413_14188.JPEG,n03425413,n03425413,n03425413,n02102040,n03417042,False
train/n03425413/n03425413_14614.JPEG,n03425413,n03425413,n03425413,n02102040,n03425413,False
train/n03425413/n03425413_13809.JPEG,n03425413,n03425413,n03425413,n03445777,n03425413,False
train/n03425413/n03425413_3103.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_21003.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_17538.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_16788.JPEG,n03425413,n03425413,n03425413,n03425413,n03394916,False
train/n03425413/n03425413_5777.JPEG,n03425413,n03425413,n03425413,n03425413,n02102040,False
train/n03425413/n03425413_19363.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_15994.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_19119.JPEG,n03425413,n03425413,n03425413,n02102040,n02102040,False
train/n03425413/n03425413_20286.JPEG,n03425413,n03425413,n03425413,n03425413,n03417042,False
train/n03425413/n03425413_22717.JPEG,n03425413,n03425413,n03425413,n03417042,n03425413,False
train/n03425413/n03425413_15528.JPEG,n03425413,n03425413,n03425413,n03425413,n03000684,False
train/n03425413/n03425413_13687.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_8248.JPEG,n03425413,n03425413,n03425413,n01440764,n03000684,False
train/n03425413/n03425413_14388.JPEG,n03425413,n03425413,n03425413,n03425413,n03028079,False
train/n03425413/n03425413_21747.JPEG,n03425413,n03425413,n03425413,n03425413,n03000684,False
train/n03425413/n03425413_6757.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_1854.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_16965.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_12788.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_14485.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_11949.JPEG,n03425413,n03425413,n03425413,n03425413,n01440764,False
train/n03425413/n03425413_21958.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_20168.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_8003.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,False
train/n03425413/n03425413_21285.JPEG,n03425413,n03425413,n03425413,n03425413,n01440764,False
train/n03425413/n03425413_659.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_21595.JPEG,n03425413,n03425413,n03425413,n03425413,n02102040,False
train/n03425413/n03425413_11135.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,False
train/n03425413/n03425413_21435.JPEG,n03425413,n03425413,n03028079,n03425413,n03888257,False
train/n03425413/n03425413_9035.JPEG,n03425413,n03425413,n03425413,n03425413,n01440764,False
train/n03425413/n03425413_11924.JPEG,n03425413,n03425413,n03425413,n03425413,n02979186,False
train/n03425413/n03425413_8077.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_9668.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_19719.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,False
train/n03425413/ILSVRC2012_val_00024806.JPEG,n03425413,n03425413,n03425413,n03425413,n03000684,False
train/n03425413/n03425413_11029.JPEG,n03425413,n03425413,n03425413,n02102040,n03425413,False
train/n03425413/n03425413_19944.JPEG,n03425413,n03425413,n03425413,n03394916,n03425413,False
train/n03425413/n03425413_24155.JPEG,n03425413,n03425413,n03425413,n03425413,n01440764,False
train/n03425413/n03425413_20786.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,False
train/n03425413/n03425413_21245.JPEG,n03425413,n03425413,n03425413,n03888257,n03425413,False
train/n03425413/n03425413_14803.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_16246.JPEG,n03425413,n03425413,n03425413,n03425413,n03417042,False
train/n03425413/n03425413_1257.JPEG,n03425413,n03425413,n03425413,n03425413,n02102040,False
train/n03425413/n03425413_19127.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,False
train/n03425413/n03425413_10537.JPEG,n03425413,n03425413,n03425413,n03425413,n03417042,False
train/n03425413/n03425413_13489.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_12909.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_21104.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_15094.JPEG,n03425413,n03425413,n03425413,n03425413,n02979186,False
train/n03425413/n03425413_14356.JPEG,n03425413,n03425413,n03425413,n03425413,n03445777,False
train/n03425413/n03425413_21448.JPEG,n03425413,n03425413,n03425413,n03394916,n03888257,False
train/n03425413/n03425413_7736.JPEG,n03425413,n03425413,n03425413,n03425413,n03000684,False
train/n03425413/n03425413_17338.JPEG,n03425413,n03425413,n03425413,n03394916,n03425413,False
train/n03425413/n03425413_21259.JPEG,n03425413,n03425413,n03425413,n02102040,n03417042,False
train/n03425413/n03425413_8557.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_22613.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_13216.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_6234.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_1114.JPEG,n03425413,n03425413,n03425413,n03425413,n02102040,False
train/n03425413/n03425413_15009.JPEG,n03425413,n03425413,n03425413,n03888257,n03425413,False
train/n03425413/n03425413_20137.JPEG,n03425413,n03425413,n03425413,n02102040,n03425413,False
train/n03425413/n03425413_14016.JPEG,n03425413,n03425413,n03425413,n02979186,n03425413,False
train/n03425413/n03425413_22055.JPEG,n03425413,n03425413,n03425413,n03417042,n02102040,False
train/n03425413/n03425413_10527.JPEG,n03425413,n03425413,n03425413,n03425413,n01440764,False
train/n03425413/n03425413_20558.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_15057.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_1255.JPEG,n03425413,n03425413,n03425413,n03425413,n03394916,False
train/n03425413/n03425413_14114.JPEG,n03425413,n03425413,n03425413,n03425413,n03000684,False
train/n03425413/n03425413_20799.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_14244.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_20607.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_18017.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_21354.JPEG,n03425413,n03425413,n03425413,n03445777,n03028079,False
train/n03425413/n03425413_9733.JPEG,n03425413,n03425413,n03425413,n03000684,n03888257,False
train/n03425413/ILSVRC2012_val_00040715.JPEG,n03425413,n03425413,n03425413,n01440764,n03000684,False
train/n03425413/n03425413_20814.JPEG,n03425413,n03425413,n03425413,n03888257,n03425413,False
train/n03425413/n03425413_13517.JPEG,n03425413,n03425413,n03425413,n02979186,n03425413,False
train/n03425413/ILSVRC2012_val_00012504.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,False
train/n03425413/n03425413_12249.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_6657.JPEG,n03425413,n03425413,n03425413,n03888257,n03425413,False
train/n03425413/n03425413_16748.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_10955.JPEG,n03425413,n03425413,n03425413,n03425413,n03000684,False
train/n03425413/n03425413_15594.JPEG,n03425413,n03425413,n03425413,n03445777,n03425413,False
train/n03425413/n03425413_11064.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_8934.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_21276.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_19116.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,False
train/n03425413/n03425413_17055.JPEG,n03425413,n03425413,n03425413,n03425413,n03417042,False
train/n03425413/n03425413_8408.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_13028.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_6048.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,False
train/n03425413/n03425413_20234.JPEG,n03425413,n03425413,n02102040,n03425413,n03425413,False
